date,city,country,temperature_c,humidity_pct,wind_speed_mps,pressure_hpa,precipitation_mm
2025-01-13,Singapore,Singapore,28.6,90.2,0,1011.1,15.3
2025-01-13,Sydney,Australia,12.2,63.7,2.6,1019.0,0
2025-01-13,Cairo,Egypt,11.6,48.3,2.7,1010.2,0
2025-01-13,São Paulo,Brazil,12.8,66.8,0,1011.0,8.7
2025-01-13,Toronto,Canada,-5.4,66.9,4.6,1012.5,0
2025-01-14,New York,USA,-5.3,77.9,7.7,1016.6,0
2025-01-14,London,UK,1.8,80.1,5.1,1012.9,1.9
2025-01-14,Tokyo,Japan,0.1,71.3,6.4,1006.4,0
2025-01-14,Singapore,Singapore,25.3,85.7,5.2,1004.6,0
2025-01-14,Sydney,Australia,14.3,66.7,2.4,1016.0,0
2025-01-14,Cairo,Egypt,5.4,60.6,5.2,1007.9,0
2025-01-14,São Paulo,Brazil,15.6,90.5,4.3,1017.5,13.0
2025-01-14,Toronto,Canada,-10.4,68.8,3.1,1003.0,0
2025-01-15,New York,USA,-10.5,73.5,10.2,1023.3,0
2025-01-15,London,UK,7.9,76.7,9.8,1014.5,0
2025-01-15,Tokyo,Japan,0.1,77.7,4.1,1017.3,0.7
2025-01-15,Singapore,Singapore,30.7,99,6.5,1014.9,0
2025-01-15,Sydney,Australia,10.9,80.6,7.1,1015.4,14.5
2025-01-15,Cairo,Egypt,3.3,58.4,6.8,1009.4,0
2025-01-15,São Paulo,Brazil,8.4,61.4,3.5,1006.7,10.6
2025-01-15,Toronto,Canada,-10.2,77.5,4.6,1018.2,0
2025-01-16,New York,USA,-1.9,71.5,4.9,1013.9,0
2025-01-16,London,UK,2.0,78.5,9.5,1020.5,0
2025-01-16,Tokyo,Japan,-3.0,83.5,8.7,1011.5,0
2025-01-16,Singapore,Singapore,24.7,97.3,1.7,1000.8,0
2025-01-16,Sydney,Australia,13.5,60.7,7.1,1020.9,0
2025-01-16,Cairo,Egypt,12.4,64.3,4.8,1005.4,0
2025-01-16,São Paulo,Brazil,16.6,66.7,4.9,1012.7,0
2025-01-16,Toronto,Canada,-11.5,78.7,3.9,1006.8,0
2025-01-17,New York,USA,-8.0,69.4,1.0,1011.4,5.0
2025-01-17,London,UK,5.1,71.8,0.5,1013.9,0
2025-01-17,Tokyo,Japan,1.0,75.3,6.1,1007.8,8.7
2025-01-17,Singapore,Singapore,26.1,85.1,0.3,1006.1,0
2025-01-17,Sydney,Australia,7.7,68.0,3.5,1011.1,0
2025-01-17,Cairo,Egypt,6.1,42.9,2.9,1014.9,0
2025-01-17,São Paulo,Brazil,11.0,81.7,0.6,1011.0,12.4
2025-01-17,Toronto,Canada,-5.6,73.5,10.7,1024.7,0
2025-01-18,New York,USA,-4.4,65.6,8.9,1013.3,0
2025-01-18,London,UK,3.5,85.0,6.8,1012.7,0
2025-01-18,Tokyo,Japan,-0.9,87.3,3.8,1015.4,9.2
2025-01-18,Singapore,Singapore,29.6,77.2,0.4,1004.8,0
2025-01-18,Sydney,Australia,8.3,75.8,10.0,1009.2,0
2025-01-18,Cairo,Egypt,8.9,75.2,1.9,1006.6,0
2025-01-18,São Paulo,Brazil,15.0,72.0,1.8,1007.7,7.9
2025-01-18,Toronto,Canada,-3.6,78.0,4.3,1012.5,0
2025-01-19,New York,USA,-1.9,72.6,9.4,1011.3,0
2025-01-19,London,UK,7.1,90.0,8.9,1008.9,0
2025-01-19,Tokyo,Japan,11.0,62.1,5.3,1010.0,0
2025-01-19,Singapore,Singapore,27.5,89.5,3.1,1006.8,0
2025-01-19,Sydney,Australia,11.2,66.3,5.5,1018.7,0
2025-01-19,Cairo,Egypt,10.7,50.4,4.0,1009.2,0
2025-01-19,São Paulo,Brazil,12.6,84.8,4.9,1011.2,2.7
2025-01-19,Toronto,Canada,-11.2,76.1,4.6,1024.5,0
2025-01-20,New York,USA,-9.5,64.2,7.6,1016.6,0
2025-01-20,London,UK,-2.2,82.2,3.3,1006.0,0
2025-01-20,Tokyo,Japan,-1.6,69.8,4.1,1009.7,0
2025-01-20,Singapore,Singapore,30.2,85.8,2.9,995.8,13.3
2025-01-20,Sydney,Australia,14.4,57.3,6.1,1020.0,0
2025-01-20,Cairo,Egypt,5.3,35.4,8.6,1006.7,0
2025-01-20,São Paulo,Brazil,14.1,82.7,4.7,1006.2,0
2025-01-20,Toronto,Canada,-8.8,76.1,4.5,1014.0,7.2
2025-01-21,New York,USA,-2.3,86.4,0,1016.3,2.9
2025-01-21,London,UK,3.4,92.1,7.8,1019.6,0
2025-01-21,Tokyo,Japan,1.7,84.3,0,1010.2,1.5
2025-01-21,Singapore,Singapore,21.0,82.9,0,1010.9,10.7
2025-01-21,Sydney,Australia,11.5,68.7,3.1,1008.6,0
2025-01-21,Cairo,Egypt,9.8,49.8,3.9,1026.9,0
2025-01-21,São Paulo,Brazil,17.7,81.3,6.3,1014.1,0
2025-01-21,Toronto,Canada,-9.6,92.6,4.9,1019.1,0
2025-01-22,New York,USA,-6.4,77.7,2.5,1004.6,13.0
2025-01-22,London,UK,9.4,72.8,5.9,1013.6,0.2
2025-01-22,Tokyo,Japan,5.7,74.8,2.9,1009.5,2.9
2025-01-22,Singapore,Singapore,28.0,99,2.1,1008.9,5.0
2025-01-22,Sydney,Australia,12.1,66.4,5.2,1018.0,0
2025-01-22,Cairo,Egypt,7.1,47.1,5.8,1005.4,0
2025-01-22,São Paulo,Brazil,15.8,67.7,3.6,1013.0,7.9
2025-01-22,Toronto,Canada,-11.8,92.1,2.1,1011.0,0
2025-01-23,New York,USA,-1.1,74.3,5.0,1010.6,0
2025-01-23,London,UK,3.1,92.0,6.0,1008.9,9.7
2025-01-23,Tokyo,Japan,-2.0,80.7,5.2,1001.9,0
2025-01-23,Singapore,Singapore,22.0,94.0,2.4,1008.9,0
2025-01-23,Sydney,Australia,8.6,68.1,4.8,1008.3,0
2025-01-23,Cairo,Egypt,6.0,51.6,7.3,1012.8,0
2025-01-23,São Paulo,Brazil,17.7,76.1,0.2,1004.7,0
2025-01-23,Toronto,Canada,-2.7,74.1,8.0,1024.3,0
2025-01-24,New York,USA,-3.7,71.1,0.8,1007.5,0
2025-01-24,London,UK,0.5,82.0,3.6,1002.9,8.0
2025-01-24,Tokyo,Japan,5.7,77.3,3.5,1001.9,0
2025-01-24,Singapore,Singapore,23.2,74.8,7.7,1003.3,0
2025-01-24,Sydney,Australia,8.1,62.2,5.3,1011.9,0
2025-01-24,Cairo,Egypt,10.7,48.7,7.4,1004.9,0
2025-01-24,São Paulo,Brazil,11.8,70.9,1.8,1010.0,0
2025-01-24,Toronto,Canada,-12.1,87.0,10.0,1015.5,0
2025-01-25,New York,USA,-3.8,80.5,5.3,1015.8,0
2025-01-25,London,UK,-0.1,81.2,8.7,1019.8,0
2025-01-25,Tokyo,Japan,0.2,71.8,5.6,1020.6,0
2025-01-25,Singapore,Singapore,27.3,87.6,4.6,1004.5,0
2025-01-25,Sydney,Australia,15.2,56.7,8.0,1008.1,0
2025-01-25,Cairo,Egypt,6.7,46.9,6.2,1006.8,0
2025-01-25,São Paulo,Brazil,12.5,89.7,9.1,1016.3,0
2025-01-25,Toronto,Canada,-9.4,64.7,6.4,1013.5,2.6
2025-01-26,New York,USA,-4.2,76.0,9.5,1010.5,0
2025-01-26,London,UK,4.3,86.5,6.6,1017.0,0
2025-01-26,Tokyo,Japan,4.8,73.9,2.7,998.5,0
2025-01-26,Singapore,Singapore,23.5,89.8,3.5,1004.6,13.1
2025-01-26,Sydney,Australia,9.5,66.1,2.6,1019.3,0
2025-01-26,Cairo,Egypt,12.8,38.9,2.7,1018.6,0
2025-01-26,São Paulo,Brazil,13.7,82.5,4.2,1017.3,0
2025-01-26,Toronto,Canada,-15.3,82.0,4.2,1010.8,0
2025-01-27,New York,USA,-0.9,74.1,4.8,1013.9,0
2025-01-27,London,UK,2.9,83.3,6.2,1014.6,0
2025-01-27,Tokyo,Japan,1.0,71.0,4.4,1012.2,0
2025-01-27,Singapore,Singapore,24.9,89.4,3.4,1013.8,0
2025-01-27,Sydney,Australia,10.7,58.1,8.9,1019.0,0
2025-01-27,Cairo,Egypt,11.3,51.4,0,1008.5,0
2025-01-27,São Paulo,Brazil,18.8,88.3,1.4,1013.1,0
2025-01-27,Toronto,Canada,-9.0,83.7,2.0,1023.7,0
2025-01-28,New York,USA,-4.9,69.3,6.0,1015.0,0
2025-01-28,London,UK,3.1,80.8,9.4,1006.6,0
2025-01-28,Tokyo,Japan,3.3,78.5,4.3,1008.3,16.6
2025-01-28,Singapore,Singapore,21.0,86.9,3.5,1004.3,0
2025-01-28,Sydney,Australia,7.4,60.5,3.6,1018.6,0
2025-01-28,Cairo,Egypt,15.3,51.1,5.2,1014.0,0
2025-01-28,São Paulo,Brazil,12.0,99,8.9,1006.1,0
2025-01-28,Toronto,Canada,-11.8,86.5,8.3,1018.4,9.8
2025-01-29,New York,USA,-0.1,63.3,4.7,1014.0,0
2025-01-29,London,UK,4.3,66.5,7.7,1009.3,0
2025-01-29,Tokyo,Japan,7.0,87.7,2.0,1008.0,0
2025-01-29,Singapore,Singapore,24.3,86.8,3.0,1005.6,0
2025-01-29,Sydney,Australia,5.7,66.3,6.9,1011.3,0
2025-01-29,Cairo,Egypt,8.1,56.1,3.6,1007.6,0
2025-01-29,São Paulo,Brazil,13.5,75.3,3.5,1015.1,0
2025-01-29,Toronto,Canada,-4.3,77.4,4.5,1020.5,0
2025-01-30,New York,USA,-3.8,75.5,5.9,1016.4,0
2025-01-30,London,UK,1.5,81.9,10.1,1019.1,4.3
2025-01-30,Tokyo,Japan,-1.8,76.5,4.9,1014.6,0
2025-01-30,Singapore,Singapore,25.8,99,5.2,1018.2,0
2025-01-30,Sydney,Australia,10.8,58.6,8.3,1004.2,0
2025-01-30,Cairo,Egypt,6.5,55.4,3.0,1021.2,0
2025-01-30,São Paulo,Brazil,15.1,78.7,6.0,1001.6,0
2025-01-30,Toronto,Canada,-9.6,82.9,1.5,1019.2,0
2025-01-31,New York,USA,-0.5,74.8,2.5,1025.6,18.7
2025-01-31,London,UK,-0.9,94.2,4.8,1021.2,0
2025-01-31,Tokyo,Japan,2.8,75.1,4.9,1002.5,0
2025-01-31,Singapore,Singapore,27.0,90.9,1.6,1009.6,18.8
2025-01-31,Sydney,Australia,12.6,55.7,10.6,1006.1,9.1
2025-01-31,Cairo,Egypt,10.3,59.1,3.8,1005.1,0
2025-01-31,São Paulo,Brazil,15.4,92.3,2.6,1015.7,0
2025-01-31,Toronto,Canada,-4.4,80.2,9.6,1019.4,0
2025-02-01,New York,USA,-2.9,82.6,7.9,1019.2,0
2025-02-01,London,UK,0.5,96.8,4.4,1014.5,1.8
2025-02-01,Tokyo,Japan,7.0,77.1,1.8,1016.4,0
2025-02-01,Singapore,Singapore,22.1,89.7,5.8,1005.9,1.6
2025-02-01,Sydney,Australia,10.6,55.5,9.2,1003.9,0
2025-02-01,Cairo,Egypt,8.3,66.9,2.8,1016.6,0
2025-02-01,São Paulo,Brazil,14.1,84.4,0.0,1017.5,0
2025-02-01,Toronto,Canada,-4.2,63.0,3.0,1019.5,0
2025-02-02,New York,USA,-5.1,70.3,7.9,1016.2,0
2025-02-02,London,UK,5.3,76.1,7.7,1015.3,0
2025-02-02,Tokyo,Japan,2.2,73.6,3.6,1028.4,0
2025-02-02,Singapore,Singapore,25.2,88.6,0,1011.1,9.0
2025-02-02,Sydney,Australia,15.1,69.5,7.4,1018.8,0
2025-02-02,Cairo,Egypt,9.2,54.4,5.3,1013.8,0
2025-02-02,São Paulo,Brazil,7.2,81.1,3.9,1005.6,0
2025-02-02,Toronto,Canada,-8.9,88.7,1.5,1017.8,0
2025-02-03,New York,USA,-0.9,61.2,4.3,1011.7,0
2025-02-03,London,UK,7.8,66.2,6.7,1009.1,0
2025-02-03,Tokyo,Japan,1.7,80.2,1.7,1014.1,0
2025-02-03,Singapore,Singapore,21.5,92.4,4.3,1005.7,0
2025-02-03,Sydney,Australia,12.4,67.5,4.2,1012.1,0
2025-02-03,Cairo,Egypt,8.7,65.4,1.7,1015.0,7.0
2025-02-03,São Paulo,Brazil,14.5,88.2,2.6,1019.5,7.5
2025-02-03,Toronto,Canada,-9.2,84.1,3.6,1015.2,0
2025-02-04,New York,USA,-4.9,75.8,5.6,1016.6,0
2025-02-04,London,UK,4.9,79.5,8.2,1014.7,0
2025-02-04,Tokyo,Japan,3.1,74.4,2.3,1005.6,12.5
2025-02-04,Singapore,Singapore,23.3,82.4,2.8,1005.9,0
2025-02-04,Sydney,Australia,14.1,72.6,4.9,1014.3,0
2025-02-04,Cairo,Egypt,9.5,46.7,4.7,1014.1,0
2025-02-04,São Paulo,Brazil,15.6,80.0,3.7,1003.7,0
2025-02-04,Toronto,Canada,-5.8,87.8,5.3,1014.9,0
2025-02-05,New York,USA,-5.5,70.4,10.6,1020.0,0
2025-02-05,London,UK,6.4,69.1,7.9,1005.0,0
2025-02-05,Tokyo,Japan,-1.3,68.7,5.2,1014.2,2.4
2025-02-05,Singapore,Singapore,27.3,82.6,0.7,1007.4,0
2025-02-05,Sydney,Australia,13.4,72.4,3.6,1012.6,0
2025-02-05,Cairo,Egypt,11.9,55.7,2.9,1018.4,0
2025-02-05,São Paulo,Brazil,16.4,83.7,2.1,1015.9,0
2025-02-05,Toronto,Canada,-8.1,74.2,3.3,1015.5,0
2025-02-06,New York,USA,-2.5,71.9,1.2,1008.4,0
2025-02-06,London,UK,2.1,62.8,5.7,1022.7,0
2025-02-06,Tokyo,Japan,5.2,79.3,8.6,1012.9,0
2025-02-06,Singapore,Singapore,27.6,99,3.3,1007.4,0
2025-02-06,Sydney,Australia,12.6,78.2,4.9,1008.7,0
2025-02-06,Cairo,Egypt,10.1,45.9,2.0,1020.1,0
2025-02-06,São Paulo,Brazil,10.3,87.3,1.0,1001.8,0
2025-02-06,Toronto,Canada,-6.9,77.2,4.2,1024.8,0
2025-02-07,New York,USA,-0.7,67.4,1.8,1010.5,0
2025-02-07,London,UK,4.9,71.0,5.3,1001.4,0
2025-02-07,Tokyo,Japan,4.7,72.3,5.8,1004.0,6.8
2025-02-07,Singapore,Singapore,31.3,91.1,0,1013.3,0
2025-02-07,Sydney,Australia,12.8,62.2,6.0,1018.4,0
2025-02-07,Cairo,Egypt,8.2,54.3,3.7,1006.8,0
2025-02-07,São Paulo,Brazil,13.9,79.9,3.5,1012.1,3.9
2025-02-07,Toronto,Canada,-11.1,74.9,7.0,1024.4,0
2025-02-08,New York,USA,-3.2,78.7,3.7,1017.5,9.9
2025-02-08,London,UK,4.2,92.2,5.2,1008.9,0
2025-02-08,Tokyo,Japan,1.1,79.4,2.9,1018.2,0
2025-02-08,Singapore,Singapore,26.5,83.1,6.5,1014.0,0
2025-02-08,Sydney,Australia,16.3,49.6,6.3,1007.7,0
2025-02-08,Cairo,Egypt,9.2,61.9,3.1,1002.0,13.9
2025-02-08,São Paulo,Brazil,8.7,77.0,0,1009.4,0
2025-02-08,Toronto,Canada,-6.3,78.3,7.0,1007.0,0
2025-02-09,New York,USA,2.5,74.7,2.9,1009.8,0
2025-02-09,London,UK,5.0,88.4,4.6,1018.9,21.8
2025-02-09,Tokyo,Japan,5.4,77.3,7.6,1011.9,0
2025-02-09,Singapore,Singapore,29.3,71.6,0,1014.1,4.8
2025-02-09,Sydney,Australia,12.6,64.4,6.4,1024.0,0
2025-02-09,Cairo,Egypt,4.2,61.7,6.2,1015.8,0
2025-02-09,São Paulo,Brazil,13.2,82.6,3.1,1013.5,0
2025-02-09,Toronto,Canada,-11.1,74.2,5.1,1016.7,5.4
2025-02-10,New York,USA,-2.8,66.4,5.1,1012.4,0
2025-02-10,London,UK,10.0,95.3,5.7,1015.0,0
2025-02-10,Tokyo,Japan,5.0,71.9,0.9,1012.4,0
2025-02-10,Singapore,Singapore,27.7,94.1,7.6,1011.8,0
2025-02-10,Sydney,Australia,16.7,70.1,6.8,1016.2,0
2025-02-10,Cairo,Egypt,8.5,50.1,1.8,1017.5,0
2025-02-10,São Paulo,Brazil,16.9,68.6,4.2,1007.7,0
2025-02-10,Toronto,Canada,-11.6,82.1,7.9,1023.3,0
2025-02-11,New York,USA,-1.5,87.4,3.8,997.7,0
2025-02-11,London,UK,5.8,62.6,5.8,1006.9,0
2025-02-11,Tokyo,Japan,1.9,73.9,5.4,1010.2,0
2025-02-11,Singapore,Singapore,24.5,95.4,0,1013.5,11.3
2025-02-11,Sydney,Australia,8.9,80.3,4.7,1009.2,0
2025-02-11,Cairo,Egypt,11.4,38.6,0,1006.0,0
2025-02-11,São Paulo,Brazil,17.3,78.1,2.0,1009.1,0
2025-02-11,Toronto,Canada,-8.5,68.6,3.5,1011.2,0
2025-02-12,New York,USA,-2.8,86.5,3.9,1026.3,0
2025-02-12,London,UK,2.5,85.0,8.0,1005.5,0
2025-02-12,Tokyo,Japan,6.4,89.0,3.9,1008.1,9.8
2025-02-12,Singapore,Singapore,23.8,87.8,0.2,1004.2,0
2025-02-12,Sydney,Australia,13.1,69.3,3.2,1009.7,0
2025-02-12,Cairo,Egypt,13.3,48.6,9.8,1011.0,0
2025-02-12,São Paulo,Brazil,16.8,90.4,1.8,1017.5,0
2025-02-12,Toronto,Canada,-8.4,72.1,4.8,1023.4,0
2025-02-13,New York,USA,-5.3,70.5,8.3,1002.1,0
2025-02-13,London,UK,9.2,71.0,2.7,1010.1,0
2025-02-13,Tokyo,Japan,2.1,58.0,4.5,1011.0,0
2025-02-13,Singapore,Singapore,27.5,96.4,7.5,1012.0,0
2025-02-13,Sydney,Australia,11.2,78.1,4.8,1000.7,0
2025-02-13,Cairo,Egypt,16.1,63.0,2.0,1019.4,0
2025-02-13,São Paulo,Brazil,15.1,66.6,2.6,1023.4,0
2025-02-13,Toronto,Canada,-3.4,72.5,6.2,1012.2,0
2025-02-14,New York,USA,-0.1,73.2,7.0,1007.1,3.2
2025-02-14,London,UK,9.2,88.7,4.8,1011.0,0
2025-02-14,Tokyo,Japan,9.7,79.4,4.9,1011.3,0
2025-02-14,Singapore,Singapore,26.8,75.8,5.5,1000.9,0
2025-02-14,Sydney,Australia,13.1,54.1,2.9,1017.8,0
2025-02-14,Cairo,Egypt,14.5,54.1,0,1011.0,0
2025-02-14,São Paulo,Brazil,13.4,73.7,4.8,1008.7,0
2025-02-14,Toronto,Canada,-6.2,69.2,8.3,1009.3,0
2025-02-15,New York,USA,-0.2,69.9,4.9,1017.9,0
2025-02-15,London,UK,8.9,73.3,5.5,1006.2,7.2
2025-02-15,Tokyo,Japan,8.9,85.9,0,1009.6,0
2025-02-15,Singapore,Singapore,30.8,69.7,3.8,1012.0,13.1
2025-02-15,Sydney,Australia,11.9,76.4,4.6,1009.8,0
2025-02-15,Cairo,Egypt,11.6,58.9,5.7,1018.8,0
2025-02-15,São Paulo,Brazil,10.3,72.9,2.7,1020.3,0
2025-02-15,Toronto,Canada,-2.6,67.9,3.8,1015.4,0
2025-02-16,New York,USA,-0.4,64.8,4.4,1023.2,0
2025-02-16,London,UK,4.7,75.8,6.1,1011.3,0
2025-02-16,Tokyo,Japan,6.8,74.7,7.8,1017.0,0
2025-02-16,Singapore,Singapore,23.2,80.1,4.0,1009.1,0
2025-02-16,Sydney,Australia,10.0,62.8,10.1,1016.7,0
2025-02-16,Cairo,Egypt,6.5,41.3,2.9,1008.5,8.4
2025-02-16,São Paulo,Brazil,19.4,78.6,1.7,1006.8,0
2025-02-16,Toronto,Canada,-6.2,64.8,6.8,1009.1,17.7
2025-02-17,New York,USA,-0.1,54.4,0.4,1016.1,13.2
2025-02-17,London,UK,-0.7,75.8,5.3,1014.5,0
2025-02-17,Tokyo,Japan,6.4,70.3,6.0,1013.1,0
2025-02-17,Singapore,Singapore,22.9,81.9,1.7,998.4,0
2025-02-17,Sydney,Australia,10.2,73.6,2.8,1011.1,0
2025-02-17,Cairo,Egypt,14.4,45.1,7.8,1012.3,0
2025-02-17,São Paulo,Brazil,13.5,63.6,3.8,1014.3,0
2025-02-17,Toronto,Canada,-5.7,84.4,5.9,1007.4,0
2025-02-18,New York,USA,0.8,68.1,7.8,1018.1,0
2025-02-18,London,UK,7.4,78.3,6.6,1009.4,0
2025-02-18,Tokyo,Japan,3.8,61.9,5.9,999.9,0
2025-02-18,Singapore,Singapore,27.4,77.1,0,1004.0,0
2025-02-18,Sydney,Australia,7.6,62.3,5.7,1014.2,0
2025-02-18,Cairo,Egypt,13.8,45.0,3.0,1014.4,0
2025-02-18,São Paulo,Brazil,13.8,92.0,4.4,1011.5,0
2025-02-18,Toronto,Canada,-4.7,78.4,5.5,1018.4,3.7
2025-02-19,New York,USA,-0.2,73.9,4.6,1025.6,0
2025-02-19,London,UK,4.8,92.7,5.6,1007.4,0
