tweet_id,created_at,date,hour,weekday,username,platform,country,tweet_text_raw,text_clean,likes,retweets,sentiment_score,sentiment
344893730878964794,2023-04-26 02:44:29,2023-04-26,2,Wednesday,lindseywilkins,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,306.0,783.0,0.0,Neutral
538001904280121421,2023-02-20 01:16:17,2023-02-20,1,Monday,gabriellepoole,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,431.0,891.0,0.0,Neutral
837210186062502456,2023-01-16 11:42:52,2023-01-16,11,Monday,alexis31,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,733.0,101.0,0.0,Neutral
342598024999502395,2023-04-03 14:17:14,2023-04-03,14,Monday,smithallen,Twitter,Unknown,I'm so upset right now.,i m so upset right now,551.0,253.0,0.0,Neutral
730452581934875347,2023-01-11 05:52:47,2023-01-11,5,Wednesday,jareddelgado,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,110.0,23.0,0.0,Neutral
837271956451995821,2023-03-18 09:16:24,2023-03-18,9,Saturday,richardrichards,Twitter,Unknown,This is the best day ever!,this is the best day ever,998.0,40.0,0.5,Positive
510298709186823721,2023-01-01 06:00:27,2023-01-01,6,Sunday,diana08,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,599.0,381.0,0.0,Neutral
402437031786647283,2023-03-22 01:10:14,2023-03-22,1,Wednesday,wpittman,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,837.0,233.0,-0.5,Negative
255071824694535805,2023-03-27 12:24:44,2023-03-27,12,Monday,rachelthompson,Twitter,Unknown,I love my life!,i love my life,882.0,894.0,0.5,Positive
681344387076627489,2023-04-22 22:47:17,2023-04-22,22,Saturday,martintiffany,Twitter,Unknown,I love my life!,i love my life,28.0,247.0,0.5,Positive
246928935465042271,2023-04-26 04:11:52,2023-04-26,4,Wednesday,ashleylewis,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,486.0,43.0,0.0,Neutral
456647252136744496,2023-01-25 14:48:11,2023-01-25,14,Wednesday,ryanwells,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,231.0,207.0,-0.5,Negative
342320275426315207,2023-02-23 16:35:44,2023-02-23,16,Thursday,fgonzalez,Twitter,Unknown,I'm so upset right now.,i m so upset right now,164.0,522.0,0.0,Neutral
594135232004769024,2023-01-27 04:28:39,2023-01-27,4,Friday,tonysherman,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,385.0,682.0,0.0,Neutral
932187530302064484,2023-04-19 23:38:12,2023-04-19,23,Wednesday,james38,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,988.0,151.0,-0.5,Negative
259185709836196079,2023-01-09 08:03:17,2023-01-09,8,Monday,paul02,Twitter,Unknown,I'm so upset right now.,i m so upset right now,735.0,877.0,0.0,Neutral
999792445613138811,2023-03-31 11:20:25,2023-03-31,11,Friday,lindsaybenitez,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,485.0,989.0,-0.5,Negative
495535683432996678,2023-03-25 12:52:09,2023-03-25,12,Saturday,vgonzalez,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,487.0,336.0,-0.5,Negative
875324188495529294,2023-02-03 03:11:19,2023-02-03,3,Friday,mcmillanrebecca,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,887.0,27.0,-0.5,Negative
598037187532963035,2023-01-21 15:58:45,2023-01-21,15,Saturday,dhansen,Twitter,Unknown,I love my life!,i love my life,614.0,241.0,0.5,Positive
166436283039240862,2023-01-10 23:27:55,2023-01-10,23,Tuesday,thompsonmichelle,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,631.0,669.0,0.0,Neutral
380330871181774192,2023-04-15 21:26:53,2023-04-15,21,Saturday,noneal,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,845.0,659.0,0.0,Neutral
802310371224177810,2023-02-02 07:01:11,2023-02-02,7,Thursday,michael57,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,738.0,522.0,0.0,Neutral
646814964069601869,2023-03-14 04:14:09,2023-03-14,4,Tuesday,morrisondaniel,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,339.0,308.0,0.0,Neutral
118683292260619975,2023-01-02 08:44:42,2023-01-02,8,Monday,sherry99,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,128.0,810.0,-0.5,Negative
811981425613284599,2023-02-19 15:00:29,2023-02-19,15,Sunday,jcurry,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,40.0,760.0,0.0,Neutral
767544007751341052,2023-03-13 07:26:06,2023-03-13,7,Monday,wesley31,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,647.0,212.0,0.0,Neutral
257666030890531623,2023-01-15 04:54:46,2023-01-15,4,Sunday,maryalvarado,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,1000.0,166.0,-0.5,Negative
948745955244918061,2023-02-21 23:20:32,2023-02-21,23,Tuesday,evansrebecca,Twitter,Unknown,I'm so upset right now.,i m so upset right now,329.0,121.0,0.0,Neutral
490913202978806053,2023-01-05 15:16:05,2023-01-05,15,Thursday,perryrobinson,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,109.0,605.0,0.0,Neutral
477760657947044450,2023-01-03 18:40:26,2023-01-03,18,Tuesday,ubruce,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,339.0,836.0,-0.5,Negative
616071787852318321,2023-01-08 03:02:04,2023-01-08,3,Sunday,cartergina,Twitter,Unknown,I love my life!,i love my life,34.0,377.0,0.5,Positive
250027394013428022,2023-03-24 03:42:43,2023-03-24,3,Friday,ihurst,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,227.0,975.0,0.0,Neutral
301478589960569722,2023-03-02 07:31:57,2023-03-02,7,Thursday,brittany01,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,352.0,974.0,-0.5,Negative
734753801597689978,2023-02-28 17:18:38,2023-02-28,17,Tuesday,maryhopkins,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,353.0,6.0,0.0,Neutral
333584292043086417,2023-01-02 09:45:10,2023-01-02,9,Monday,royburton,Twitter,Unknown,I'm so upset right now.,i m so upset right now,953.0,443.0,0.0,Neutral
573460527024966767,2023-02-01 00:53:45,2023-02-01,0,Wednesday,cblackburn,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,624.0,419.0,-0.5,Negative
283629059290868486,2023-04-06 10:52:16,2023-04-06,10,Thursday,donaldmoore,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,692.0,166.0,-0.5,Negative
781557851732246004,2023-02-27 03:37:52,2023-02-27,3,Monday,qbarnes,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,885.0,29.0,0.0,Neutral
936780257022633808,2023-03-26 23:16:00,2023-03-26,23,Sunday,gjones,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,426.0,5.0,-0.5,Negative
370183269351518759,2023-01-24 09:42:58,2023-01-24,9,Tuesday,benjaminbrock,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,598.0,715.0,0.0,Neutral
906687990447626563,2023-04-03 04:04:47,2023-04-03,4,Monday,drewramos,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,913.0,59.0,-0.5,Negative
876946336860866826,2023-02-03 23:14:25,2023-02-03,23,Friday,bautistadaniel,Twitter,Unknown,I'm so upset right now.,i m so upset right now,702.0,285.0,0.0,Neutral
710415511859897422,2023-02-01 05:47:05,2023-02-01,5,Wednesday,jessicawilkinson,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,81.0,305.0,0.0,Neutral
907083196592371312,2023-01-31 22:51:49,2023-01-31,22,Tuesday,rcarson,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,602.0,503.0,0.0,Neutral
211844628958605911,2023-01-03 14:19:18,2023-01-03,14,Tuesday,stevenhill,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,199.0,267.0,-0.5,Negative
850072311581603171,2023-02-26 06:01:53,2023-02-26,6,Sunday,aliceramos,Twitter,Unknown,I'm so upset right now.,i m so upset right now,594.0,58.0,0.0,Neutral
221210779789195828,2023-03-24 07:13:47,2023-03-24,7,Friday,dustin36,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,766.0,211.0,0.0,Neutral
843382569442491928,2023-02-15 16:06:36,2023-02-15,16,Wednesday,danielspatricia,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,71.0,792.0,-0.5,Negative
178989109430273418,2023-03-01 21:01:10,2023-03-01,21,Wednesday,audrey25,Twitter,Unknown,I love my life!,i love my life,287.0,287.0,0.5,Positive
707922424705444110,2023-01-03 06:36:29,2023-01-03,6,Tuesday,patricia23,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,921.0,17.0,-0.5,Negative
286103398553215103,2023-03-15 04:14:58,2023-03-15,4,Wednesday,christinemccarty,Twitter,Unknown,I'm so upset right now.,i m so upset right now,101.0,313.0,0.0,Neutral
199163870256154822,2023-04-26 00:35:17,2023-04-26,0,Wednesday,roy94,Twitter,Unknown,I love my life!,i love my life,475.0,406.0,0.5,Positive
686674213598177674,2023-01-16 18:21:25,2023-01-16,18,Monday,nancy85,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,469.0,956.0,0.0,Neutral
799312604876806752,2023-01-13 15:48:22,2023-01-13,15,Friday,cjennings,Twitter,Unknown,This is the best day ever!,this is the best day ever,786.0,925.0,0.5,Positive
203517964584013646,2023-01-20 03:33:00,2023-01-20,3,Friday,jamesbutler,Twitter,Unknown,I love my life!,i love my life,474.0,525.0,0.5,Positive
387364781662473373,2023-01-21 19:15:38,2023-01-21,19,Saturday,kphillips,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,885.0,867.0,0.0,Neutral
960785335942456853,2023-02-24 11:52:56,2023-02-24,11,Friday,jennifermadden,Twitter,Unknown,I'm so upset right now.,i m so upset right now,42.0,423.0,0.0,Neutral
222809280741081430,2023-03-07 04:03:04,2023-03-07,4,Tuesday,catherineolson,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,421.0,994.0,0.0,Neutral
789475807938916460,2023-01-16 11:56:36,2023-01-16,11,Monday,tylerrichard,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,611.0,218.0,0.0,Neutral
462119551833060373,2023-01-17 15:27:32,2023-01-17,15,Tuesday,patriciahoffman,Twitter,Unknown,I love my life!,i love my life,335.0,876.0,0.5,Positive
993889197108902052,2023-03-27 20:13:44,2023-03-27,20,Monday,schmidtwilliam,Twitter,Unknown,I love my life!,i love my life,863.0,708.0,0.5,Positive
316657574784207696,2023-04-01 11:18:56,2023-04-01,11,Saturday,zunigajo,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,132.0,28.0,-0.5,Negative
356512656600572906,2023-03-20 15:11:04,2023-03-20,15,Monday,jessica05,Twitter,Unknown,I'm so upset right now.,i m so upset right now,461.0,77.0,0.0,Neutral
132878242479607554,2023-04-01 03:25:00,2023-04-01,3,Saturday,fernandowells,Twitter,Unknown,I love my life!,i love my life,146.0,444.0,0.5,Positive
942460065575170844,2023-01-09 03:19:28,2023-01-09,3,Monday,schmittjames,Twitter,Unknown,This is the best day ever!,this is the best day ever,971.0,366.0,0.5,Positive
652353605997454228,2023-02-13 10:57:17,2023-02-13,10,Monday,pglover,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,280.0,634.0,0.0,Neutral
299024742835555361,2023-02-10 02:40:50,2023-02-10,2,Friday,clarkjessica,Twitter,Unknown,This is the best day ever!,this is the best day ever,328.0,885.0,0.5,Positive
542336804858164500,2023-03-08 12:21:12,2023-03-08,12,Wednesday,brownmelissa,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,24.0,150.0,-0.5,Negative
575166161011299751,2023-01-05 09:25:46,2023-01-05,9,Thursday,wilsonbernard,Twitter,Unknown,I love my life!,i love my life,9.0,368.0,0.5,Positive
359697536066087918,2023-04-12 09:18:11,2023-04-12,9,Wednesday,pturner,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,152.0,375.0,0.0,Neutral
467470922508273878,2023-01-27 07:47:00,2023-01-27,7,Friday,alvaradocindy,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,453.0,141.0,-0.5,Negative
618121500500416667,2023-01-16 01:10:34,2023-01-16,1,Monday,shawnjenkins,Twitter,Unknown,I'm so upset right now.,i m so upset right now,351.0,409.0,0.0,Neutral
533653436354902095,2023-02-08 23:02:39,2023-02-08,23,Wednesday,smithsarah,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,45.0,422.0,0.0,Neutral
432298305337416568,2023-01-15 10:08:54,2023-01-15,10,Sunday,nichole30,Twitter,Unknown,This is the best day ever!,this is the best day ever,226.0,878.0,0.5,Positive
637940162884972459,2023-01-04 22:04:26,2023-01-04,22,Wednesday,richardmurphy,Twitter,Unknown,I love my life!,i love my life,353.0,518.0,0.5,Positive
753861713484567912,2023-02-21 14:03:53,2023-02-21,14,Tuesday,garciaashley,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,835.0,719.0,-0.5,Negative
397582721674591533,2023-03-29 23:19:04,2023-03-29,23,Wednesday,xvillanueva,Twitter,Unknown,This is the best day ever!,this is the best day ever,565.0,447.0,0.5,Positive
795281760498061643,2023-01-01 00:27:13,2023-01-01,0,Sunday,opowell,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,811.0,403.0,0.0,Neutral
712575475779560710,2023-02-12 23:54:39,2023-02-12,23,Sunday,mary04,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,875.0,1.0,0.0,Neutral
783586177838386616,2023-03-16 06:15:00,2023-03-16,6,Thursday,lindsay98,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,203.0,384.0,0.0,Neutral
699515551817103014,2023-02-28 13:35:19,2023-02-28,13,Tuesday,deborahbryant,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,189.0,552.0,-0.5,Negative
778380360832986550,2023-03-30 05:16:29,2023-03-30,5,Thursday,lewismary,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,411.0,758.0,0.0,Neutral
498034772443616052,2023-02-11 00:40:08,2023-02-11,0,Saturday,jameswilson,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,22.0,291.0,-0.5,Negative
520624880300161716,2023-04-25 19:21:14,2023-04-25,19,Tuesday,tannerjoseph,Twitter,Unknown,This is the best day ever!,this is the best day ever,25.0,394.0,0.5,Positive
242313136667378419,2023-03-24 01:56:42,2023-03-24,1,Friday,uanderson,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,833.0,850.0,-0.5,Negative
366762542976109750,2023-04-16 21:38:48,2023-04-16,21,Sunday,robertchambers,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,974.0,395.0,-0.5,Negative
585365876642849555,2023-03-03 04:25:55,2023-03-03,4,Friday,brittany75,Twitter,Unknown,I'm so upset right now.,i m so upset right now,94.0,725.0,0.0,Neutral
523904356158847958,2023-04-15 03:06:10,2023-04-15,3,Saturday,nbrown,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,941.0,905.0,-0.5,Negative
623474432954054250,2023-03-14 15:33:49,2023-03-14,15,Tuesday,frankholloway,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,363.0,402.0,0.0,Neutral
169055784762548718,2023-04-16 23:36:29,2023-04-16,23,Sunday,williamseileen,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,824.0,335.0,0.0,Neutral
154957093289553695,2023-02-08 08:10:48,2023-02-08,8,Wednesday,madison13,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,195.0,155.0,0.0,Neutral
190400541347549854,2023-01-02 19:28:20,2023-01-02,19,Monday,gallegosnancy,Twitter,Unknown,I'm so upset right now.,i m so upset right now,364.0,481.0,0.0,Neutral
158295440336708485,2023-02-16 19:43:54,2023-02-16,19,Thursday,jason43,Twitter,Unknown,I'm so upset right now.,i m so upset right now,260.0,376.0,0.0,Neutral
238151290791082852,2023-02-18 06:28:41,2023-02-18,6,Saturday,romerowhitney,Twitter,Unknown,This is the best day ever!,this is the best day ever,978.0,462.0,0.5,Positive
234487382258237079,2023-04-23 07:54:28,2023-04-23,7,Sunday,jon46,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,852.0,495.0,0.0,Neutral
296455796845903467,2023-03-24 23:03:34,2023-03-24,23,Friday,millermatthew,Twitter,Unknown,I love my life!,i love my life,275.0,261.0,0.5,Positive
807709600733345334,2023-01-08 12:38:52,2023-01-08,12,Sunday,rachel60,Twitter,Unknown,This is the best day ever!,this is the best day ever,785.0,66.0,0.5,Positive
690502964971585094,2023-02-20 19:23:40,2023-02-20,19,Monday,ferrellgabriel,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,417.0,565.0,-0.5,Negative
684119084779743737,2023-01-25 19:50:31,2023-01-25,19,Wednesday,jessicanguyen,Twitter,Unknown,Watching a movie tonight.,watching a movie tonight,989.0,810.0,0.0,Neutral
430628045652496255,2023-03-06 07:12:58,2023-03-06,7,Monday,ehines,Twitter,Unknown,I'm so upset right now.,i m so upset right now,277.0,633.0,0.0,Neutral
175758282676817115,2023-04-27 12:31:44,2023-04-27,12,Thursday,rosariodavid,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,89.0,336.0,-0.5,Negative
461579962777810516,2023-03-04 07:08:42,2023-03-04,7,Saturday,huffedward,Twitter,Unknown,This is the best day ever!,this is the best day ever,805.0,453.0,0.5,Positive
560107094812045926,2023-01-13 13:11:09,2023-01-13,13,Friday,kaylamorales,Twitter,Unknown,I love my life!,i love my life,39.0,798.0,0.5,Positive
743305674344081440,2023-02-23 09:01:01,2023-02-23,9,Thursday,rmurphy,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,241.0,99.0,-0.5,Negative
898770467067354872,2023-04-13 14:36:57,2023-04-13,14,Thursday,bhayes,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,700.0,321.0,-0.5,Negative
690277067054231497,2023-01-30 04:12:55,2023-01-30,4,Monday,brownjill,Twitter,Unknown,I love my life!,i love my life,793.0,914.0,0.5,Positive
849605130576938974,2023-03-07 17:03:40,2023-03-07,17,Tuesday,wilsonlaura,Twitter,Unknown,This is the best day ever!,this is the best day ever,861.0,562.0,0.5,Positive
708606415322602671,2023-02-10 00:22:33,2023-02-10,0,Friday,youngangela,Twitter,Unknown,I'm so upset right now.,i m so upset right now,905.0,360.0,0.0,Neutral
576986133446145274,2023-01-07 03:31:39,2023-01-07,3,Saturday,adam93,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,634.0,304.0,-0.5,Negative
313669631093548046,2023-02-16 11:21:09,2023-02-16,11,Thursday,scook,Twitter,Unknown,This is the best day ever!,this is the best day ever,907.0,622.0,0.5,Positive
188717049449503663,2023-02-13 23:01:30,2023-02-13,23,Monday,josephramos,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,838.0,803.0,0.0,Neutral
662774413249505552,2023-04-06 13:59:55,2023-04-06,13,Thursday,vargasamber,Twitter,Unknown,This is the best day ever!,this is the best day ever,277.0,492.0,0.5,Positive
147949549475915534,2023-03-12 14:42:19,2023-03-12,14,Sunday,orobinson,Twitter,Unknown,This is the best day ever!,this is the best day ever,303.0,943.0,0.5,Positive
413247328930920581,2023-04-06 17:13:06,2023-04-06,17,Thursday,cunninghamgeorge,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,485.0,269.0,0.0,Neutral
435514710725466372,2023-02-26 20:55:15,2023-02-26,20,Sunday,mckinneylauren,Twitter,Unknown,I love my life!,i love my life,341.0,119.0,0.5,Positive
304312257906282666,2023-01-28 18:55:32,2023-01-28,18,Saturday,sotomonica,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,834.0,926.0,0.0,Neutral
399331776684990075,2023-02-02 07:09:54,2023-02-02,7,Thursday,mccarthyregina,Twitter,Unknown,Feeling grateful for my friends and family.,feeling grateful for my friends and family,730.0,407.0,0.0,Neutral
771398559815149823,2023-03-31 18:49:25,2023-03-31,18,Friday,nicolemorton,Twitter,Unknown,I hate it when things don't go my way.,i hate it when things don t go my way,717.0,835.0,-0.5,Negative
654515174416411427,2023-02-19 07:09:57,2023-02-19,7,Sunday,zlee,Twitter,Unknown,I'm so upset right now.,i m so upset right now,796.0,716.0,0.0,Neutral
556490820518485155,2023-03-08 21:20:49,2023-03-08,21,Wednesday,hollandmelissa,Twitter,Unknown,Going for a walk in the park.,going for a walk in the park,719.0,72.0,0.0,Neutral
828901303654097993,2023-02-19 22:46:21,2023-02-19,22,Sunday,miguelscott,Twitter,Unknown,I love my life!,i love my life,253.0,772.0,0.5,Positive
727530724335213260,2023-02-25 17:27:03,2023-02-25,17,Saturday,josephjohnson,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,749.0,276.0,-0.5,Negative
435863255559748885,2023-02-19 20:09:43,2023-02-19,20,Sunday,mark02,Twitter,Unknown,I love my life!,i love my life,674.0,954.0,0.5,Positive
957200953589972740,2023-04-14 09:09:37,2023-04-14,9,Friday,gwendolynsmith,Twitter,Unknown,Just had lunch with a friend.,just had lunch with a friend,372.0,786.0,0.0,Neutral
749583570445211363,2023-04-05 04:08:35,2023-04-05,4,Wednesday,harriskelly,Twitter,Unknown,Feeling disappointed in myself.,feeling disappointed in myself,740.0,374.0,-0.5,Negative
