Tweet ID,Text,User,Created At,Likes,Retweets,Sentiment
166436283039240862,Feeling grateful for my friends and family.,thompsonmichelle,2023-01-10 23:27:55,631,669,positive
380330871181774192,Going for a walk in the park.,noneal,2023-04-15 21:26:53,845,659,neutral
802310371224177810,Watching a movie tonight.,michael57,2023-02-02 07:01:11,738,522,neutral
646814964069601869,Watching a movie tonight.,morrisondaniel,2023-03-14 04:14:09,339,308,neutral
118683292260619975,Feeling disappointed in myself.,sherry99,2023-01-02 08:44:42,128,810,negative
811981425613284599,Watching a movie tonight.,jcurry,2023-02-19 15:00:29,40,760,neutral
767544007751341052,Just had lunch with a friend.,wesley31,2023-03-13 07:26:06,647,212,neutral
257666030890531623,I hate it when things don't go my way.,maryalvarado,2023-01-15 04:54:46,1000,166,negative
948745955244918061,I'm so upset right now.,evansrebecca,2023-02-21 23:20:32,329,121,negative
490913202978806053,Just had lunch with a friend.,perryrobinson,2023-01-05 15:16:05,109,605,neutral
477760657947044450,Feeling disappointed in myself.,ubruce,2023-01-03 18:40:26,339,836,negative
616071787852318321,I love my life!,cartergina,2023-01-08 03:02:04,34,377,positive
250027394013428022,Feeling grateful for my friends and family.,ihurst,2023-03-24 03:42:43,227,975,positive
301478589960569722,I hate it when things don't go my way.,brittany01,2023-03-02 07:31:57,352,974,negative
734753801597689978,Feeling grateful for my friends and family.,maryhopkins,2023-02-28 17:18:38,353,6,positive
333584292043086417,I'm so upset right now.,royburton,2023-01-02 09:45:10,953,443,negative
573460527024966767,Feeling disappointed in myself.,cblackburn,2023-02-01 00:53:45,624,419,negative
283629059290868486,Feeling disappointed in myself.,donaldmoore,2023-04-06 10:52:16,692,166,negative
781557851732246004,Watching a movie tonight.,qbarnes,2023-02-27 03:37:52,885,29,neutral
936780257022633808,Feeling disappointed in myself.,gjones,2023-03-26 23:16:00,426,5,negative
370183269351518759,Feeling grateful for my friends and family.,benjaminbrock,2023-01-24 09:42:58,598,715,positive
906687990447626563,Feeling disappointed in myself.,drewramos,2023-04-03 04:04:47,913,59,negative
876946336860866826,I'm so upset right now.,bautistadaniel,2023-02-03 23:14:25,702,285,negative
710415511859897422,Watching a movie tonight.,jessicawilkinson,2023-02-01 05:47:05,81,305,neutral
907083196592371312,Going for a walk in the park.,rcarson,2023-01-31 22:51:49,602,503,neutral
211844628958605911,I hate it when things don't go my way.,stevenhill,2023-01-03 14:19:18,199,267,negative
850072311581603171,I'm so upset right now.,aliceramos,2023-02-26 06:01:53,594,58,negative
221210779789195828,Feeling grateful for my friends and family.,dustin36,2023-03-24 07:13:47,766,211,positive
843382569442491928,Feeling disappointed in myself.,danielspatricia,2023-02-15 16:06:36,71,792,negative
178989109430273418,I love my life!,audrey25,2023-03-01 21:01:10,287,287,positive
707922424705444110,Feeling disappointed in myself.,patricia23,2023-01-03 06:36:29,921,17,negative
286103398553215103,I'm so upset right now.,christinemccarty,2023-03-15 04:14:58,101,313,negative
199163870256154822,I love my life!,roy94,2023-04-26 00:35:17,475,406,positive
686674213598177674,Just had lunch with a friend.,nancy85,2023-01-16 18:21:25,469,956,neutral
799312604876806752,This is the best day ever!,cjennings,2023-01-13 15:48:22,786,925,positive
203517964584013646,I love my life!,jamesbutler,2023-01-20 03:33:00,474,525,positive
387364781662473373,Feeling grateful for my friends and family.,kphillips,2023-01-21 19:15:38,885,867,positive
960785335942456853,I'm so upset right now.,jennifermadden,2023-02-24 11:52:56,42,423,negative
222809280741081430,Watching a movie tonight.,catherineolson,2023-03-07 04:03:04,421,994,neutral
789475807938916460,Going for a walk in the park.,tylerrichard,2023-01-16 11:56:36,611,218,neutral
462119551833060373,I love my life!,patriciahoffman,2023-01-17 15:27:32,335,876,positive
993889197108902052,I love my life!,schmidtwilliam,2023-03-27 20:13:44,863,708,positive
316657574784207696,Feeling disappointed in myself.,zunigajo,2023-04-01 11:18:56,132,28,negative
356512656600572906,I'm so upset right now.,jessica05,2023-03-20 15:11:04,461,77,negative
132878242479607554,I love my life!,fernandowells,2023-04-01 03:25:00,146,444,positive
942460065575170844,This is the best day ever!,schmittjames,2023-01-09 03:19:28,971,366,positive
652353605997454228,Feeling grateful for my friends and family.,pglover,2023-02-13 10:57:17,280,634,positive
299024742835555361,This is the best day ever!,clarkjessica,2023-02-10 02:40:50,328,885,positive
542336804858164500,Feeling disappointed in myself.,brownmelissa,2023-03-08 12:21:12,24,150,negative
575166161011299751,I love my life!,wilsonbernard,2023-01-05 09:25:46,9,368,positive
359697536066087918,Watching a movie tonight.,pturner,2023-04-12 09:18:11,152,375,neutral
467470922508273878,I hate it when things don't go my way.,alvaradocindy,2023-01-27 07:47:00,453,141,negative
618121500500416667,I'm so upset right now.,shawnjenkins,2023-01-16 01:10:34,351,409,negative
533653436354902095,Just had lunch with a friend.,smithsarah,2023-02-08 23:02:39,45,422,neutral
432298305337416568,This is the best day ever!,nichole30,2023-01-15 10:08:54,226,878,positive
637940162884972459,I love my life!,richardmurphy,2023-01-04 22:04:26,353,518,positive
753861713484567912,I hate it when things don't go my way.,garciaashley,2023-02-21 14:03:53,835,719,negative
397582721674591533,This is the best day ever!,xvillanueva,2023-03-29 23:19:04,565,447,positive
795281760498061643,Feeling grateful for my friends and family.,opowell,2023-01-01 00:27:13,811,403,positive
712575475779560710,Just had lunch with a friend.,mary04,2023-02-12 23:54:39,875,1,neutral
783586177838386616,Going for a walk in the park.,lindsay98,2023-03-16 06:15:00,203,384,neutral
699515551817103014,Feeling disappointed in myself.,deborahbryant,2023-02-28 13:35:19,189,552,negative
778380360832986550,Watching a movie tonight.,lewismary,2023-03-30 05:16:29,411,758,neutral
498034772443616052,Feeling disappointed in myself.,jameswilson,2023-02-11 00:40:08,22,291,negative
520624880300161716,This is the best day ever!,tannerjoseph,2023-04-25 19:21:14,25,394,positive
242313136667378419,I hate it when things don't go my way.,uanderson,2023-03-24 01:56:42,833,850,negative
366762542976109750,Feeling disappointed in myself.,robertchambers,2023-04-16 21:38:48,974,395,negative
585365876642849555,I'm so upset right now.,brittany75,2023-03-03 04:25:55,94,725,negative
523904356158847958,Feeling disappointed in myself.,nbrown,2023-04-15 03:06:10,941,905,negative
623474432954054250,Feeling grateful for my friends and family.,frankholloway,2023-03-14 15:33:49,363,402,positive
169055784762548718,Going for a walk in the park.,williamseileen,2023-04-16 23:36:29,824,335,neutral
154957093289553695,Watching a movie tonight.,madison13,2023-02-08 08:10:48,195,155,neutral
190400541347549854,I'm so upset right now.,gallegosnancy,2023-01-02 19:28:20,364,481,negative
158295440336708485,I'm so upset right now.,jason43,2023-02-16 19:43:54,260,376,negative
238151290791082852,This is the best day ever!,romerowhitney,2023-02-18 06:28:41,978,462,positive
234487382258237079,Going for a walk in the park.,jon46,2023-04-23 07:54:28,852,495,neutral
296455796845903467,I love my life!,millermatthew,2023-03-24 23:03:34,275,261,positive
807709600733345334,This is the best day ever!,rachel60,2023-01-08 12:38:52,785,66,positive
690502964971585094,Feeling disappointed in myself.,ferrellgabriel,2023-02-20 19:23:40,417,565,negative
684119084779743737,Watching a movie tonight.,jessicanguyen,2023-01-25 19:50:31,989,810,neutral
430628045652496255,I'm so upset right now.,ehines,2023-03-06 07:12:58,277,633,negative
175758282676817115,I hate it when things don't go my way.,rosariodavid,2023-04-27 12:31:44,89,336,negative
461579962777810516,This is the best day ever!,huffedward,2023-03-04 07:08:42,805,453,positive
560107094812045926,I love my life!,kaylamorales,2023-01-13 13:11:09,39,798,positive
743305674344081440,I hate it when things don't go my way.,rmurphy,2023-02-23 09:01:01,241,99,negative
898770467067354872,Feeling disappointed in myself.,bhayes,2023-04-13 14:36:57,700,321,negative
690277067054231497,I love my life!,brownjill,2023-01-30 04:12:55,793,914,positive
849605130576938974,This is the best day ever!,wilsonlaura,2023-03-07 17:03:40,861,562,positive
708606415322602671,I'm so upset right now.,youngangela,2023-02-10 00:22:33,905,360,negative
576986133446145274,I hate it when things don't go my way.,adam93,2023-01-07 03:31:39,634,304,negative
313669631093548046,This is the best day ever!,scook,2023-02-16 11:21:09,907,622,positive
188717049449503663,Feeling grateful for my friends and family.,josephramos,2023-02-13 23:01:30,838,803,positive
662774413249505552,This is the best day ever!,vargasamber,2023-04-06 13:59:55,277,492,positive
147949549475915534,This is the best day ever!,orobinson,2023-03-12 14:42:19,303,943,positive
413247328930920581,Going for a walk in the park.,cunninghamgeorge,2023-04-06 17:13:06,485,269,neutral
435514710725466372,I love my life!,mckinneylauren,2023-02-26 20:55:15,341,119,positive
304312257906282666,Feeling grateful for my friends and family.,sotomonica,2023-01-28 18:55:32,834,926,positive
399331776684990075,Feeling grateful for my friends and family.,mccarthyregina,2023-02-02 07:09:54,730,407,positive
771398559815149823,I hate it when things don't go my way.,nicolemorton,2023-03-31 18:49:25,717,835,negative
654515174416411427,I'm so upset right now.,zlee,2023-02-19 07:09:57,796,716,negative
556490820518485155,Going for a walk in the park.,hollandmelissa,2023-03-08 21:20:49,719,72,neutral
828901303654097993,I love my life!,miguelscott,2023-02-19 22:46:21,253,772,positive
727530724335213260,Feeling disappointed in myself.,josephjohnson,2023-02-25 17:27:03,749,276,negative
435863255559748885,I love my life!,mark02,2023-02-19 20:09:43,674,954,positive
957200953589972740,Just had lunch with a friend.,gwendolynsmith,2023-04-14 09:09:37,372,786,neutral
749583570445211363,Feeling disappointed in myself.,harriskelly,2023-04-05 04:08:35,740,374,negative
566566881736849725,Feeling grateful for my friends and family.,nicolehenderson,2023-04-23 00:40:14,715,353,positive
188235843346513894,I love my life!,vturner,2023-03-16 22:46:46,647,286,positive
302655851820535737,Watching a movie tonight.,jimflynn,2023-03-31 00:08:30,167,566,neutral
600768717918287351,Going for a walk in the park.,dennis13,2023-04-01 08:28:17,211,54,neutral
402576002588724223,I hate it when things don't go my way.,wendy43,2023-04-04 13:36:55,482,95,negative
163208329249437256,Going for a walk in the park.,hancocktheresa,2023-01-28 16:52:58,580,155,neutral
639451616633278148,I hate it when things don't go my way.,melissahernandez,2023-01-15 16:56:33,399,854,negative
819285813474514099,Watching a movie tonight.,cwebb,2023-02-14 14:29:38,461,415,neutral
410111075163838451,Feeling disappointed in myself.,randywood,2023-01-23 23:27:57,214,869,negative
513572985601595230,Feeling grateful for my friends and family.,slevy,2023-03-03 05:15:06,418,812,positive
650114627087487654,This is the best day ever!,angela59,2023-02-06 08:21:45,307,761,positive
975263522043092170,I hate it when things don't go my way.,leslie70,2023-01-19 07:03:13,842,605,negative
667619818650949231,Feeling disappointed in myself.,jameshuang,2023-03-02 09:30:26,616,652,negative
852566658685725336,Watching a movie tonight.,lharris,2023-01-07 23:48:17,539,961,neutral
569781813748514024,I love my life!,jennifertucker,2023-02-24 16:14:19,689,852,positive
820997178521035891,I'm so upset right now.,smithjustin,2023-01-06 01:18:19,31,91,negative
146131254286089830,This is the best day ever!,fmcdaniel,2023-03-24 06:16:11,879,302,positive
697603487018383303,This is the best day ever!,ryan25,2023-02-05 19:57:01,182,854,positive
251157901289905364,Feeling disappointed in myself.,donna03,2023-03-09 19:05:27,318,28,negative
579791820260585815,Feeling grateful for my friends and family.,frankspencer,2023-01-27 10:45:20,174,104,positive
335005802589270981,Watching a movie tonight.,bradfordjacqueline,2023-03-18 07:05:51,917,584,neutral
371721855405932211,I hate it when things don't go my way.,taylortravis,2023-03-03 01:35:06,151,879,negative
730928690451855620,Just had lunch with a friend.,maryjackson,2023-04-04 16:32:55,102,421,neutral
644115138276373253,I'm so upset right now.,wlee,2023-01-28 03:36:25,850,756,negative
188726999853960261,This is the best day ever!,mitchellbrown,2023-04-09 05:20:12,937,146,positive
293189750208222247,I love my life!,jacksonjordan,2023-03-04 03:31:13,483,394,positive
499304853839914771,I'm so upset right now.,dneal,2023-02-06 04:04:03,550,845,negative
718185170101054435,I'm so upset right now.,jasoncross,2023-01-21 08:20:01,567,204,negative
647422801476499002,I'm so upset right now.,cyoung,2023-04-17 23:47:16,168,329,negative
563497088116155017,Feeling disappointed in myself.,cathybutler,2023-03-19 07:55:43,727,448,negative
394494160402179560,Feeling grateful for my friends and family.,jared84,2023-04-06 06:05:22,716,633,positive
548326080802327733,I'm so upset right now.,williampeterson,2023-02-28 23:25:32,978,705,negative
878596199095863197,I hate it when things don't go my way.,gracemills,2023-03-16 12:49:55,541,90,negative
832786661542520277,I hate it when things don't go my way.,harold44,2023-02-09 23:10:00,659,305,negative
833531267995759114,Just had lunch with a friend.,lcarrillo,2023-01-15 15:07:46,98,764,neutral
154496829050685343,I hate it when things don't go my way.,barronjill,2023-02-27 03:10:05,675,811,negative
460496113497785928,I hate it when things don't go my way.,christy95,2023-03-07 22:32:44,354,191,negative
943583189927241074,Going for a walk in the park.,porterrichard,2023-02-01 23:58:08,972,550,neutral
676457545179315306,Going for a walk in the park.,canderson,2023-01-31 22:58:25,17,763,neutral
397420879648946766,I hate it when things don't go my way.,vickijenkins,2023-02-02 01:23:08,803,726,negative
520719963326330666,Just had lunch with a friend.,jlee,2023-01-20 13:25:13,714,572,neutral
892031561601332732,Watching a movie tonight.,smithlinda,2023-03-09 03:46:18,874,851,neutral
985893432457790795,Watching a movie tonight.,joshuarojas,2023-01-06 10:07:47,150,914,neutral
222114484310730755,Feeling grateful for my friends and family.,erica49,2023-04-13 07:07:18,274,27,positive
541966472944663981,Going for a walk in the park.,watsonmichael,2023-01-11 23:09:02,140,378,neutral
162924154811667406,This is the best day ever!,eelliott,2023-03-10 05:20:48,535,928,positive
149081934583957810,I'm so upset right now.,uwalsh,2023-03-26 05:49:50,80,866,negative
628624455528756626,I love my life!,wallacejermaine,2023-04-20 15:33:03,636,453,positive
826986368025300217,I love my life!,horntasha,2023-02-03 05:08:21,192,538,positive
241623664987816930,I'm so upset right now.,joshuapowell,2023-03-17 09:59:03,737,253,negative
930426186311618410,I love my life!,taylorgriffin,2023-02-25 10:19:57,493,933,positive
829523749847579498,Feeling disappointed in myself.,wmcclure,2023-02-04 20:30:38,574,487,negative
912423943468245250,Feeling grateful for my friends and family.,bonnielloyd,2023-02-23 20:00:46,781,47,positive
771502330577916700,Just had lunch with a friend.,camposjames,2023-03-22 10:26:52,983,852,neutral
622066196195664064,I'm so upset right now.,brandon38,2023-01-10 16:01:58,196,634,negative
277346307806061080,Going for a walk in the park.,ijohnson,2023-01-21 12:35:26,632,837,neutral
714675138503114591,This is the best day ever!,thomas23,2023-04-01 23:44:27,70,135,positive
520268789263532636,I love my life!,fmartin,2023-04-12 06:01:21,239,372,positive
529181142216998386,I'm so upset right now.,sross,2023-02-25 14:57:35,70,347,negative
525609728337212470,I hate it when things don't go my way.,xmiller,2023-01-16 06:10:26,893,354,negative
207549488605279082,Watching a movie tonight.,ugutierrez,2023-04-22 09:27:55,859,937,neutral
615718643854193981,Feeling disappointed in myself.,djohnson,2023-04-11 00:49:32,819,929,negative
298019429103177898,I love my life!,qday,2023-03-14 08:19:12,219,262,positive
703172630403955703,I love my life!,timothy59,2023-01-23 20:30:49,264,774,positive
566110170870262350,I'm so upset right now.,scottowen,2023-03-23 02:33:55,35,586,negative
781426818484998823,Watching a movie tonight.,millernicole,2023-04-06 19:00:17,650,337,neutral
963989380817339835,I hate it when things don't go my way.,alexa16,2023-02-06 23:07:55,483,134,negative
148495384413166683,I love my life!,annacruz,2023-02-07 13:53:24,263,132,positive
619993547937783809,I love my life!,rayrandy,2023-01-23 10:45:10,618,843,positive
741560023779361473,I'm so upset right now.,bshea,2023-01-07 14:28:11,609,768,negative
862792531404259416,Feeling disappointed in myself.,elizabethroberts,2023-01-23 02:01:37,639,593,negative
977000751224092258,I hate it when things don't go my way.,jamesgina,2023-01-15 03:03:18,795,124,negative
654450931708770796,Watching a movie tonight.,gbradley,2023-03-06 07:48:49,645,289,neutral
457907518163449020,Just had lunch with a friend.,stephaniejohnson,2023-04-14 00:41:01,0,590,neutral
613668589078455278,I hate it when things don't go my way.,vbrown,2023-03-02 11:55:46,898,498,negative
648757443470510984,Feeling grateful for my friends and family.,hdavis,2023-02-10 23:45:49,45,76,positive
374948036937218484,I love my life!,perezsamantha,2023-02-17 04:21:57,782,878,positive
244059475851547989,I hate it when things don't go my way.,ujones,2023-03-07 19:14:14,104,893,negative
611760379353913316,I love my life!,ocarpenter,2023-04-04 22:48:10,76,904,positive
423216126406971334,This is the best day ever!,yhernandez,2023-01-03 08:17:13,427,493,positive
570955932996900835,I'm so upset right now.,lopezjames,2023-02-26 04:20:15,143,551,negative
858166642948905978,Feeling disappointed in myself.,michellesanders,2023-01-14 23:47:35,622,798,negative
572574834377392032,This is the best day ever!,mackenzie24,2023-04-27 11:32:24,136,756,positive
698825779839856994,Watching a movie tonight.,nwalker,2023-04-01 15:03:49,820,968,neutral
435429622738373284,Feeling disappointed in myself.,gmejia,2023-04-20 14:25:25,996,630,negative
620663246681959888,I love my life!,david47,2023-01-29 05:44:11,955,822,positive
876311852588612239,I'm so upset right now.,sherryferguson,2023-02-02 20:45:24,575,674,negative
877711623977509643,This is the best day ever!,qhiggins,2023-04-02 16:46:31,13,879,positive
447145230421837922,I hate it when things don't go my way.,maryharper,2023-04-19 20:10:47,333,93,negative
397725686948832494,I hate it when things don't go my way.,crystalnelson,2023-03-20 10:00:42,239,511,negative
538231011401877904,I love my life!,englishalbert,2023-02-12 18:34:12,661,329,positive
129881721112263008,I hate it when things don't go my way.,shannonchapman,2023-03-04 22:07:12,401,635,negative
120842832644129685,Feeling grateful for my friends and family.,mdavenport,2023-02-23 20:17:02,709,959,positive
891541608605382928,Feeling disappointed in myself.,shelly04,2023-04-02 02:46:40,553,869,negative
117615852385740214,I hate it when things don't go my way.,timothy83,2023-02-05 21:49:06,106,824,negative
208528614600926550,Just had lunch with a friend.,melissa89,2023-01-30 22:36:27,140,119,neutral
444401490432076272,Just had lunch with a friend.,milleramy,2023-02-18 07:57:29,707,16,neutral
391667842602190808,I love my life!,randymosley,2023-04-09 07:08:22,477,158,positive
703756046641971386,Going for a walk in the park.,josephcain,2023-03-11 17:25:10,382,350,neutral
679294942457393877,Feeling grateful for my friends and family.,oholland,2023-02-12 01:28:17,674,986,positive
279729645994764120,I hate it when things don't go my way.,jason88,2023-04-19 05:59:51,531,556,negative
165098213655018169,I love my life!,johnsonstephen,2023-02-12 06:12:01,56,620,positive
360800915905267027,I love my life!,igiles,2023-01-03 04:03:53,188,905,positive
117779197172837004,Feeling disappointed in myself.,teresa81,2023-02-18 16:11:14,442,380,negative
485040742866101830,Watching a movie tonight.,randycollins,2023-04-13 19:31:06,528,41,neutral
871991858186305037,I'm so upset right now.,nicolemadden,2023-01-14 04:16:38,256,380,negative
224270986362230522,Feeling disappointed in myself.,marilynjuarez,2023-03-14 11:55:29,481,173,negative
112266489287086156,This is the best day ever!,mferguson,2023-03-18 10:21:02,172,447,positive
108450916419759279,I hate it when things don't go my way.,novaksuzanne,2023-01-21 17:12:55,305,225,negative
943865605761153204,I love my life!,benjamin18,2023-02-07 19:03:53,331,2,positive
494075360045731479,I hate it when things don't go my way.,javier25,2023-01-05 10:50:09,31,992,negative
293210637834668867,I'm so upset right now.,htaylor,2023-01-10 23:53:08,667,166,negative
904175679551919551,Watching a movie tonight.,joy28,2023-03-25 17:39:31,536,573,neutral
469026779726278067,I'm so upset right now.,shelby84,2023-04-11 21:42:21,954,740,negative
772059958909837107,Feeling grateful for my friends and family.,mannkatie,2023-04-14 22:54:34,10,989,positive
501618473730015829,I love my life!,david69,2023-02-06 14:41:34,185,995,positive
756743885587669911,This is the best day ever!,nicholas89,2023-04-03 11:55:37,289,963,positive
134004886804940755,I hate it when things don't go my way.,katelyndelacruz,2023-03-25 18:59:58,1000,387,negative
179069399120888546,This is the best day ever!,nicholeosborn,2023-01-26 02:45:54,701,60,positive
911267322723104717,This is the best day ever!,raymondmitchell,2023-03-24 15:29:32,147,321,positive
553879041336675424,Feeling disappointed in myself.,wilsonrandall,2023-03-12 14:35:32,956,136,negative
922693932650879875,Just had lunch with a friend.,wareolivia,2023-02-28 09:19:01,938,333,neutral
753548697363862850,I love my life!,zrichardson,2023-03-09 22:49:27,935,332,positive
161313774314265334,Just had lunch with a friend.,anthony55,2023-03-27 21:01:24,578,575,neutral
906732203952747893,This is the best day ever!,mramirez,2023-01-20 11:52:53,922,811,positive
520875016597954937,I love my life!,elliottkevin,2023-04-02 08:16:59,973,947,positive
582027305999201340,Feeling grateful for my friends and family.,marksandoval,2023-03-09 12:32:54,84,263,positive
592234640619931191,I hate it when things don't go my way.,marilynlee,2023-01-17 04:08:01,562,716,negative
384301619673542677,I hate it when things don't go my way.,nathan48,2023-01-05 17:23:52,188,149,negative
475122491176540875,I'm so upset right now.,jmarsh,2023-01-12 09:06:38,127,456,negative
338547762274659527,This is the best day ever!,annegardner,2023-03-17 16:56:49,538,656,positive
965983995853498522,Watching a movie tonight.,brownalan,2023-02-19 13:37:53,197,423,neutral
428427957298431773,Feeling disappointed in myself.,alyssaschmidt,2023-04-22 12:06:12,789,241,negative
685827615491412801,Just had lunch with a friend.,catherinegibbs,2023-01-04 13:38:05,931,979,neutral
373040746562107411,I love my life!,kenneththomas,2023-01-31 06:16:34,974,586,positive
341509910899430761,This is the best day ever!,alexanderesparza,2023-01-28 08:40:47,856,400,positive
467196394435811897,Feeling disappointed in myself.,fwilson,2023-02-14 04:14:02,354,914,negative
762547362044552693,I hate it when things don't go my way.,qcooke,2023-02-11 04:49:18,619,242,negative
395603692070126132,Going for a walk in the park.,wilsonpatrick,2023-04-08 03:12:49,356,399,neutral
148588413535805807,I love my life!,adam47,2023-02-13 18:38:23,447,685,positive
236034524920094386,Feeling grateful for my friends and family.,smithnicole,2023-01-15 09:13:43,172,757,positive
804648453402778473,I love my life!,angie66,2023-02-20 04:51:32,681,758,positive
435773810730569609,I love my life!,wigginsbernard,2023-03-20 10:44:34,617,817,positive
593573478843439114,Feeling grateful for my friends and family.,qrangel,2023-03-19 22:53:05,64,378,positive
320820925675716857,Feeling disappointed in myself.,virginia06,2023-04-11 12:56:14,687,668,negative
427899161865222917,Feeling disappointed in myself.,alexis77,2023-01-06 14:08:37,363,532,negative
700052543101154118,I hate it when things don't go my way.,ccross,2023-03-01 23:27:22,163,134,negative
960721962000279687,I'm so upset right now.,bearddebra,2023-04-03 09:15:03,554,714,negative
321486652804208713,This is the best day ever!,ericrobertson,2023-04-15 04:50:17,85,299,positive
235549375049906547,Feeling disappointed in myself.,brandonhill,2023-04-26 13:27:09,678,539,negative
299211694063558499,Feeling grateful for my friends and family.,emorgan,2023-03-07 07:22:49,871,790,positive
233247012016137264,Just had lunch with a friend.,oobrien,2023-04-03 05:37:05,468,471,neutral
662175716455468178,Feeling grateful for my friends and family.,bobbywalker,2023-01-18 05:24:44,742,961,positive
917168487363843706,This is the best day ever!,helen11,2023-04-16 06:27:19,642,340,positive
661565311490734353,I love my life!,stephensjohn,2023-01-17 08:40:33,561,666,positive
246007533929854939,I hate it when things don't go my way.,nguyentim,2023-04-05 10:19:25,515,136,negative
798470684575553268,This is the best day ever!,swalters,2023-01-08 17:26:39,992,780,positive
856734546098725952,I'm so upset right now.,whitemanuel,2023-03-22 02:47:34,577,816,negative
